Car;Link;Price (RUR);Year
Audi S8 IV (D5) Рестайлинг4.0 л / 571 л.с. / Бензинавтоматседанполныйчёрный;https://auto.ru/cars/used/sale/audi/s8/1121002125-70a94684/;20150000;2023
Audi Q7 45 TDI II (4M) Рестайлинг3.0 л / 231 л.с. / Дизельавтоматвнедорожник 5 дв.полный45 TDI quattro tiptronic (5 seat)57 опций;https://auto.ru/cars/new/group/audi/q7/21647042/23520932/1120018809-c1e8a201/;от 12330000;2023
Audi Q7 50 TDI II (4M) Рестайлинг3.0 л / 286 л.с. / Дизельавтоматвнедорожник 5 дв.полныйчёрный;https://auto.ru/cars/used/sale/audi/q7/1119295620-20fdda37/;10200000;2023
Audi Q8 55 TFSI I3.0 л / 340 л.с. / Бензинавтоматвнедорожник 5 дв.полныйчёрный;https://auto.ru/cars/used/sale/audi/q8/1120882466-1fad80a5/;10610000;2023
Audi Q7 60 TFSI e II (4M) Рестайлинг3.0 л / 462 л.с. / Гибридавтоматвнедорожник 5 дв.полныйчёрный;https://auto.ru/cars/used/sale/audi/q7/1118953594-ef0a621d/;7790000;2022
Audi RS 7 II (4K)4.0 л / 600 л.с. / Бензинавтоматлифтбекполныйчёрный;https://auto.ru/cars/used/sale/audi/rs7/1120907758-ea5fa286/;19240000;2022
Audi Q7 55 TFSI II (4M) Рестайлинг3.0 л / 340 л.с. / Бензинавтоматвнедорожник 5 дв.полныйбелый;https://auto.ru/cars/used/sale/audi/q7/1119372279-7e51736c/;9290000;2022
Audi Q5 Sportback 40 TDI I (FY)2.0 л / 204 л.с. / Дизельроботвнедорожник 5 дв.полныйчёрный;https://auto.ru/cars/used/sale/audi/q5_sportback/1120607685-1d457e3b/;8040000;2022
Audi Q7 55 TFSI II (4M) Рестайлинг3.0 л / 340 л.с. / Бензинавтоматвнедорожник 5 дв.полныйбелый;https://auto.ru/cars/used/sale/audi/q7/1119372279-7e51736c/;9290000;2022
Audi A7 45 TDI II (4K)3.0 л / 231 л.с. / Дизельавтоматлифтбекполныйчёрный;https://auto.ru/cars/used/sale/audi/a7/1121000414-f6fdf823/;6580000;2022
Audi Q7 50 TDI II (4M) Рестайлинг3.0 л / 286 л.с. / Дизельавтоматвнедорожник 5 дв.полный50 TDI quattro tiptronic80 опций;https://auto.ru/cars/new/group/audi/q7/21647076/23476602/1120018891-1ab748a6/;от 13810000;2022
Audi A4 35 TFSI V (B9) Рестайлинг2.0 л / 150 л.с. / Бензинмеханикаседанпереднийбелый;https://auto.ru/cars/used/sale/audi/a4/1120533376-0c888b16/;5610000;2022
Audi Q5 45 TFSI II (FY) Рестайлинг2.0 л / 265 л.с. / Бензинроботвнедорожник 5 дв.полныйсиний;https://auto.ru/cars/used/sale/audi/q5/1120792405-a5bb0dd7/;5310000;2022
Audi Q5 45 TFSI II (FY) Рестайлинг2.0 л / 265 л.с. / Бензинроботвнедорожник 5 дв.полныйрозовый;https://auto.ru/cars/used/sale/audi/q5/1120948156-32d7a462/;5710000;2022
Audi A6 45 TDI V (C8)3.0 л / 245 л.с. / Дизельроботседанполныйсерый;https://auto.ru/cars/used/sale/audi/a6/1120169086-7d8abbc4/;8590000;2022
Audi Q7 55 TFSI e II (4M) Рестайлинг3.0 л / 381 л.с. / Гибридавтоматвнедорожник 5 дв.полныйчёрный;https://auto.ru/cars/used/sale/audi/q7/1120905387-8b7347f9/;9170000;2022
Audi A6 40 TFSI V (C8)2.0 л / 190 л.с. / Бензинроботседанпереднийчёрный;https://auto.ru/cars/used/sale/audi/a6/1120901210-0baf5a07/;6760000;2022
Audi S8 IV (D5) Рестайлинг4.0 л / 571 л.с. / Бензинавтоматседанполныйчёрный;https://auto.ru/cars/used/sale/audi/s8/1120899691-a5991ba3/;15870000;2022
Audi A4 30 TDI V (B9) Рестайлинг2.0 л / 122 л.с. / Дизельроботседанпереднийсерый;https://auto.ru/cars/used/sale/audi/a4/1120887287-1f86c894/;4820000;2022
Audi SQ8 I (4M)4.0 л / 507 л.с. / Бензинавтоматвнедорожник 5 дв.полныйчёрный;https://auto.ru/cars/used/sale/audi/sq8/1120898360-b97131e1/;15560000;2022
Audi A4 45 TFSI V (B9) Рестайлинг2.0 л / 252 л.с. / Бензинроботседанполныйчёрный;https://auto.ru/cars/used/sale/audi/a4/1120899079-b132603a/;4070000;2021
Audi SQ5 II (FY) Рестайлинг3.0 л / 354 л.с. / Бензинавтоматвнедорожник 5 дв.полныйбелый;https://auto.ru/cars/used/sale/audi/sq5/1120757559-f44d3116/;7230000;2021
Audi Q3 40 TFSI II (F3)2.0 л / 187 л.с. / Бензинавтоматвнедорожник 5 дв.полныйсерый;https://auto.ru/cars/used/sale/audi/q3/1120615883-6d11fa97/;4400000;2021
Audi RS 7 II (4K)4.0 л / 600 л.с. / Бензинавтоматлифтбекполныйсерый;https://auto.ru/cars/used/sale/audi/rs7/1119725361-ce8d08a1/;16120000;2021
Audi A3 35 TDI IV (8Y)2.0 л / 150 л.с. / Дизельмеханикаседанпереднийсиний;https://auto.ru/cars/used/sale/audi/a3/1120995945-d4443a51/;3690000;2021
Audi RS 6 performance IV (C8)4.0 л / 630 л.с. / Бензинавтоматуниверсал 5 дв.полныйсерый;https://auto.ru/cars/used/sale/audi/rs6/1120995420-582a8a05/;14370000;2021
Audi Q5 35 TDI II (FY) Рестайлинг2.0 л / 163 л.с. / Дизельроботвнедорожник 5 дв.переднийсиний;https://auto.ru/cars/used/sale/audi/q5/1120955287-0e1c2c99/;5390000;2021
Audi A5 40 TDI II (F5) Рестайлинг2.0 л / 204 л.с. / Дизельроботлифтбекполныйголубой;https://auto.ru/cars/used/sale/audi/a5/1120994474-166d36a0/;5200000;2021
Audi Q5 Sportback 45 TFSI I (FY)2.0 л / 249 л.с. / Бензинроботвнедорожник 5 дв.полныйсерый;https://auto.ru/cars/used/sale/audi/q5_sportback/1120957021-03cfcd0b/;6560000;2021
Audi Q5 45 TFSI II (FY) Рестайлинг2.0 л / 249 л.с. / Бензинроботвнедорожник 5 дв.полныйсерый;https://auto.ru/cars/used/sale/audi/q5/1120955288-03ee3631/;6820000;2021
Audi A4 allroad 45 TFSI V (B9) Рестайлинг2.0 л / 249 л.с. / Бензинроботуниверсал 5 дв.полныйсерый;https://auto.ru/cars/used/sale/audi/a4_allroad/1120955294-54ff743e/;5440000;2021
Audi Q8 50 TDI I3.0 л / 286 л.с. / Дизельавтоматвнедорожник 5 дв.полныйкрасный;https://auto.ru/cars/used/sale/audi/q8/1120957009-4baeae53/;9850000;2021
Audi A7 45 TFSI II (4K)2.0 л / 245 л.с. / Бензинроботлифтбекполныйсерый;https://auto.ru/cars/used/sale/audi/a7/1120957003-e9ffd574/;7650000;2021
Audi SQ8 I (4M)4.0 л / 422 л.с. / Дизельавтоматвнедорожник 5 дв.полныйзелёный;https://auto.ru/cars/used/sale/audi/sq8/1120956998-e16d0f50/;15440000;2021
Audi A3 30 TFSI IV (8Y)1.0 л / 110 л.с. / Бензинмеханикаседанпереднийсиний;https://auto.ru/cars/used/sale/audi/a3/1120644352-f012e920/;3440000;2021
Audi A6 45 TFSI V (C8)2.0 л / 265 л.с. / Бензинроботседанполныйчёрный;https://auto.ru/cars/used/sale/audi/a6/1120909404-6dbb80d4/;5100000;2021
Audi Q5 45 TFSI II (FY) Рестайлинг2.0 л / 249 л.с. / Бензинроботвнедорожник 5 дв.полныйсерый;https://auto.ru/cars/used/sale/audi/q5/1120285112-e930d5d4/;6020000;2021
Audi A4 50 TDI V (B9) Рестайлинг3.0 л / 286 л.с. / Дизельавтоматседанполныйсерый;https://auto.ru/cars/used/sale/audi/a4/1120892710-ffd06b8c/;3940000;2021
Audi A4 40 TFSI V (B9) Рестайлинг2.0 л / 204 л.с. / Бензинроботседанпереднийчёрный;https://auto.ru/cars/used/sale/audi/a4/1120891200-33cb7542/;4190000;2021
Audi Q8 45 TDI I3.0 л / 231 л.с. / Дизельавтоматвнедорожник 5 дв.полныйсиний;https://auto.ru/cars/used/sale/audi/q8/1117924467-0dc5bdc5/;6180000;2020
Audi Q5 II (FY)2.0 л / 245 л.с. / Бензинроботвнедорожник 5 дв.полныйсерый;https://auto.ru/cars/used/sale/audi/q5/1120682576-f68fb6bb/;4740000;2020
Audi Q3 40 TFSI II (F3)2.0 л / 180 л.с. / Бензинроботвнедорожник 5 дв.полныйкрасный;https://auto.ru/cars/used/sale/audi/q3/1120998098-df581d2b/;4030000;2020
Audi Q5 II (FY)2.0 л / 190 л.с. / Дизельроботвнедорожник 5 дв.полныйсерый;https://auto.ru/cars/used/sale/audi/q5/1120365100-4c0318eb/;5550000;2020
Audi Q7 45 TDI II (4M) Рестайлинг3.0 л / 231 л.с. / Дизельавтоматвнедорожник 5 дв.полныйсиний;https://auto.ru/cars/used/sale/audi/q7/1120705758-40ad3b7d/;7760000;2020
Audi Q3 40 TFSI II (F3)2.0 л / 180 л.с. / Бензинроботвнедорожник 5 дв.полныйголубой;https://auto.ru/cars/used/sale/audi/q3/1120957002-a2ca66fc/;4390000;2020
Audi A5 40 TFSI II (F5) Рестайлинг2.0 л / 204 л.с. / Бензинроботлифтбекполныйсерый;https://auto.ru/cars/used/sale/audi/a5/1120563695-8451cbb2/;5550000;2020
Audi A6 45 TFSI V (C8)2.0 л / 245 л.с. / Бензинроботседанпереднийсерый;https://auto.ru/cars/used/sale/audi/a6/1120953214-fcf49e2b/;6830000;2020
Audi Q7 60 TFSI e II (4M) Рестайлинг3.0 л / 462 л.с. / Гибридавтоматвнедорожник 5 дв.полныйсиний;https://auto.ru/cars/used/sale/audi/q7/1120948372-e1877d9d/;8470000;2020
Audi Q3 Sportback 40 TFSI I (F3)2.0 л / 180 л.с. / Бензинроботвнедорожник 5 дв.полныйсерый;https://auto.ru/cars/used/sale/audi/q3_sportback/1120944641-8bc8ed33/;4950000;2020
Audi Q7 60 TFSI e II (4M) Рестайлинг3.0 л / 456 л.с. / Гибридавтоматвнедорожник 5 дв.полныйбелый;https://auto.ru/cars/used/sale/audi/q7/1120910356-2b81bb11/;9470000;2020
Audi A6 40 TDI V (C8)2.0 л / 204 л.с. / Дизельроботуниверсал 5 дв.переднийчёрный;https://auto.ru/cars/used/sale/audi/a6/1120529136-5c0d686a/;4030000;2019
Audi Q5 II (FY)2.0 л / 190 л.с. / Дизельмеханикавнедорожник 5 дв.полныйбелый;https://auto.ru/cars/used/sale/audi/q5/1120999564-a802ddca/;4440000;2019
Audi A4 ultra V (B9)2.0 л / 190 л.с. / Дизельроботуниверсал 5 дв.переднийсерый;https://auto.ru/cars/used/sale/audi/a4/1120888089-8cdd9dbf/;2810000;2019
Audi Q8 50 TDI I3.0 л / 286 л.с. / Дизельавтоматвнедорожник 5 дв.полныйчёрный;https://auto.ru/cars/used/sale/audi/q8/1120974422-bcff6c09/;7610000;2019
Audi Q5 45 TFSI II (FY)2.0 л / 252 л.с. / Бензинроботвнедорожник 5 дв.полныйчёрный;https://auto.ru/cars/used/sale/audi/q5/1120854132-33037fb7/;3700000;2019
Audi A5 II (F5)2.0 л / 249 л.с. / Бензинроботлифтбекполныйчёрный;https://auto.ru/cars/used/sale/audi/a5/1120313134-4cc05089/;4040000;2019
Audi Q8 55 TFSI I3.0 л / 340 л.с. / Бензинавтоматвнедорожник 5 дв.полныйсиний;https://auto.ru/cars/used/sale/audi/q8/1120850872-66ea13c0/;8760000;2019
Audi e-tron 50 I313 л.с. / 230 кВт / ЭлектроЗаряд на 336 кмвнедорожник 5 дв.полныйсерый;https://auto.ru/cars/used/sale/audi/e_tron/1120756671-7bda3aba/;5100000;2019
Audi Q8 45 TDI I3.0 л / 249 л.с. / Дизельавтоматвнедорожник 5 дв.полныйчёрный;https://auto.ru/cars/used/sale/audi/q8/1120896953-54473101/;8070000;2019
Audi A4 45 TFSI V (B9) Рестайлинг2.0 л / 252 л.с. / Бензинроботседанполныйбелый;https://auto.ru/cars/used/sale/audi/a4/1120927209-5f60b913/;4160000;2019
Audi Q8 55 TFSI I3.0 л / 340 л.с. / Бензинавтоматвнедорожник 5 дв.полныйчёрный;https://auto.ru/cars/used/sale/audi/q8/1120941906-6548e829/;7500000;2019
Audi Q3 40 TFSI II (F3)2.0 л / 190 л.с. / Бензинроботвнедорожник 5 дв.полныйоранжевый;https://auto.ru/cars/used/sale/audi/q3/1120896642-ff2c2fd2/;3670000;2019
Audi Q8 55 TFSI I3.0 л / 340 л.с. / Бензинавтоматвнедорожник 5 дв.полныйсиний;https://auto.ru/cars/used/sale/audi/q8/1119385002-1e263183/;7680000;2019
Audi Q3 40 TDI II (F3)2.0 л / 200 л.с. / Дизельроботвнедорожник 5 дв.полныйсиний;https://auto.ru/cars/used/sale/audi/q3/1120578221-2e900cf1/;4700000;2019
Audi A6 50 TDI V (C8)3.0 л / 286 л.с. / Дизельавтоматседанполныйбелый;https://auto.ru/cars/used/sale/audi/a6/1120888057-3d615eae/;4030000;2019
Audi A6 45 TDI V (C8)3.0 л / 249 л.с. / Дизельавтоматседанполныйкоричневый;https://auto.ru/cars/used/sale/audi/a6/1120900026-7e7896e8/;4310000;2019
Audi A7 55 TFSI II (4K)3.0 л / 340 л.с. / Бензинроботлифтбекполныйсерый;https://auto.ru/cars/used/sale/audi/a7/1120791160-711ca3fb/;5460000;2018
Audi A5 II (F5)2.0 л / 190 л.с. / Дизельроботлифтбекполныйчёрный;https://auto.ru/cars/used/sale/audi/a5/1121002725-f0725a0d/;3930000;2018
Audi A6 55 TFSI V (C8)3.0 л / 340 л.с. / Бензинроботседанполныйчёрный;https://auto.ru/cars/used/sale/audi/a6/1121003433-e1072d43/;5140000;2018
Audi TT III (8S)2.0 л / 184 л.с. / Дизельмеханикакупепереднийсиний;https://auto.ru/cars/used/sale/audi/tt/1120682173-09b953d1/;3700000;2018
Audi A8 60 TFSI e IV (D5)3.0 л / 449 л.с. / Гибридавтоматседанполныйчёрный;https://auto.ru/cars/used/sale/audi/a8/1120566829-f46f8bb1/;5610000;2018
Audi A8 45 TDI IV (D5)3.0 л / 249 л.с. / Дизельавтоматседанполныйбелый;https://auto.ru/cars/used/sale/audi/a8/1120998452-f83d1362/;7490000;2018
Audi Q5 II (FY)2.0 л / 190 л.с. / Дизельроботвнедорожник 5 дв.полныйсиний;https://auto.ru/cars/used/sale/audi/q5/1120613636-0072d1b4/;4240000;2018
Audi Q5 II (FY)2.0 л / 252 л.с. / Бензинроботвнедорожник 5 дв.полныйсерый;https://auto.ru/cars/used/sale/audi/q5/1120450893-75c9e3f7/;3190000;2018
Audi Q8 55 TFSI I3.0 л / 340 л.с. / Бензинавтоматвнедорожник 5 дв.полныйоранжевый;https://auto.ru/cars/used/sale/audi/q8/1120704347-6ffaf739/;7250000;2018
Audi A5 g-tron II (F5)2.0 л / 170 л.с. / Газроботлифтбекпереднийсерый;https://auto.ru/cars/used/sale/audi/a5/1120839739-db7efde1/;3910000;2018
Audi A6 40 TDI V (C8)2.0 л / 190 л.с. / Дизельроботуниверсал 5 дв.переднийсеребристый;https://auto.ru/cars/used/sale/audi/a6/1120697162-8bb4f0f8/;4670000;2018
Audi A6 55 TFSI e V (C8)2.0 л / 367 л.с. / Гибридроботседанполныйсерый;https://auto.ru/cars/used/sale/audi/a6/1120995827-cb7f31b3/;3860000;2018
Audi A4 V (B9)2.0 л / 190 л.с. / Дизельроботседанполныйчёрный;https://auto.ru/cars/used/sale/audi/a4/1120939129-291abdb0/;2630000;2018
Audi A6 45 TFSI V (C8)2.0 л / 245 л.с. / Бензинроботседанпереднийбелый;https://auto.ru/cars/used/sale/audi/a6/1120924783-259cbb34/;4390000;2018
Audi A4 V (B9)2.0 л / 150 л.с. / Дизельмеханикаседанпереднийсиний;https://auto.ru/cars/used/sale/audi/a4/1120901285-fbf8d19f/;2880000;2018
Audi A4 ultra V (B9)2.0 л / 190 л.с. / Дизельроботседанпереднийбелый;https://auto.ru/cars/used/sale/audi/a4/1120900646-f567c205/;2910000;2018
Audi A3 III (8V) Рестайлинг2.0 л / 220 л.с. / Бензинроботседанполныйчёрный;https://auto.ru/cars/used/sale/audi/a3/1120892155-1d93b567/;2540000;2018
Audi A5 II (F5)2.0 л / 190 л.с. / Дизельроботлифтбекполныйсиний;https://auto.ru/cars/used/sale/audi/a5/1121003863-376e3098/;3500000;2017
Audi A3 III (8V) Рестайлинг1.4 л / 150 л.с. / Бензинроботседанпереднийбелый;https://auto.ru/cars/used/sale/audi/a3/1120919908-0c6e9ade/;2130000;2017
Audi A5 II (F5)2.0 л / 249 л.с. / Бензинроботлифтбекполныйкрасный;https://auto.ru/cars/used/sale/audi/a5/1120972681-c41f93b6/;4110000;2017
Audi A7 I (4G) Рестайлинг3.0 л / 326 л.с. / Дизельавтоматлифтбекполныйбелый;https://auto.ru/cars/used/sale/audi/a7/1120957008-1b742350/;3690000;2017
Audi Q7 II (4M)3.0 л / 249 л.с. / Дизельавтоматвнедорожник 5 дв.полныйбелый;https://auto.ru/cars/used/sale/audi/q7/1120785027-8c9d0540/;5410000;2017
Audi A4 V (B9)2.0 л / 190 л.с. / Дизельроботседанполныйсиний;https://auto.ru/cars/used/sale/audi/a4/1120956984-120cfafc/;2900000;2017
Audi Q3 I (8U) Рестайлинг1.4 л / 150 л.с. / Бензинроботвнедорожник 5 дв.переднийкрасный;https://auto.ru/cars/used/sale/audi/q3/1120956011-4d5520b2/;2520000;2017
